"content";"score";"thumbsUpCount";"reviewCreatedVersion";"at";"replyContent";"repliedAt";"clean_text";"sentiment";"words";"neut";"pos";"neg";"sentiment_normalized";"sentiment_binary"
"Um bom app, porém algumas opções continuam confusas não dá pra saber de primeira o que se trata, as opções mais básicas e mais utilizadas são fáceis de usar e encontrar";"4";"0";"7.21.0.5";"2020-05-24T13:52:42";"";"";" bom app porém algumas opções continuam confusas não dá pra saber primeira trata opções básicas utilizadas fáceis usar encontrar";"1.0";"19.0";"14.0";"3.0";"2.0";"-0.4285714285714286";"-1"
"Boa tarde, estou com problema na liberação do meu acesso, mandei email na quinta-feira e na sexta feira e não obtive retorno.";"1";"0";"7.21.0.5";"2020-05-24T13:51:36";"";"";" boa tarde problema liberação acesso mandei email quinta feira sexta feira não obtive retorno";"1.0";"14.0";"13.0";"1.0";"0.0";"-0.4285714285714286";"-1"
"Muito prático!";"5";"0";"7.21.0.5";"2020-05-24T13:50:57";"";"";" prático";"1.0";"1.0";"0.0";"1.0";"0.0";"-0.4285714285714286";"-1"
"Muito eficiente!";"5";"0";"7.21.0.5";"2020-05-24T13:49:48";"";"";" eficiente";"1.0";"1.0";"0.0";"1.0";"0.0";"-0.4285714285714286";"-1"
"App de fácil navegação";"5";"0";"7.21.1.0";"2020-05-24T13:47:35";"";"";" app fácil navegação";"1.0";"3.0";"2.0";"1.0";"0.0";"-0.4285714285714286";"-1"
"Excelente";"4";"0";"7.21.0.5";"2020-05-24T13:47:18";"";"";" excelente";"1.0";"1.0";"0.0";"1.0";"0.0";"-0.4285714285714286";"-1"
"Tem coisas a melhorar";"4";"0";"";"2020-05-24T13:46:46";"";"";" coisas melhorar";"0.0";"2.0";"2.0";"0.0";"0.0";"-0.7142857142857143";"-1"
"Muito bom";"5";"0";"";"2020-05-24T13:46:41";"";"";" bom";"1.0";"1.0";"0.0";"1.0";"0.0";"-0.4285714285714286";"-1"
"Eu acabei de cria uma conta por este App e a todo momento ele fica pedindo uma senha de 8 dígitos. Mais quando eu coloco minha senha o App diz que a senha está inexistente. Se tiver como solucionar o problema o mais rápido possível eu irei agradecer";"1";"0";"7.21.0.5";"2020-05-24T13:46:06";"";"";" acabei cria conta app todo momento fica pedindo senha oito dígitos coloco senha app diz senha inexistente solucionar problema rápido possível irei agradecer";"0.0";"23.0";"21.0";"1.0";"1.0";"-0.7142857142857143";"-1"
"App ótimo, não trava, além da facilidade para realizar pagamento, transações... Sou BB ♥️";"5";"0";"7.21.0.5";"2020-05-24T13:44:49";"";"";" app ótimo não trava além facilidade realizar pagamento transações bb ";"3.0";"10.0";"7.0";"3.0";"0.0";"0.1428571428571428";"0"
"Exelente parabéns 👏👏👏👏👏👏👏";"5";"0";"7.21.0.5";"2020-05-24T13:43:56";"";"";" exelente parabéns ";"0.0";"2.0";"2.0";"0.0";"0.0";"-0.7142857142857143";"-1"
"Não tenho que me quexar";"4";"0";"7.21.0.5";"2020-05-24T13:43:43";"";"";" não quexar";"0.0";"2.0";"2.0";"0.0";"0.0";"-0.7142857142857143";"-1"
"Otimo";"5";"0";"7.21.1.0";"2020-05-24T13:43:41";"";"";" otimo";"0.0";"1.0";"1.0";"0.0";"0.0";"-0.7142857142857143";"-1"
"Bom,Por enquanto não tenho do que reclamar";"3";"0";"7.21.0.5";"2020-05-24T13:42:49";"";"";" bom enquanto não reclamar";"2.0";"4.0";"2.0";"2.0";"0.0";"-0.1428571428571429";"-1"
"Muito bom";"1";"0";"7.21.0.5";"2020-05-24T15:24:00";"";"";" bom";"1.0";"1.0";"0.0";"1.0";"0.0";"-0.4285714285714286";"-1"
"Ótimo, ñ saiu de casa pra nd,facilitou mt a minha vida";"5";"0";"7.20.0.4";"2020-05-24T15:23:59";"";"";" ótimo saiu casa pra nd facilitou mt vida";"1.0";"8.0";"7.0";"1.0";"0.0";"-0.4285714285714286";"-1"
"app atendeu todas as minhas necessidades muito bom";"5";"0";"7.21.0.5";"2020-05-24T15:23:36";"";"";" app atendeu todas necessidades bom";"1.0";"5.0";"4.0";"1.0";"0.0";"-0.4285714285714286";"-1"
"Muito bom ok obrigado";"5";"0";"7.21.0.5";"2020-05-24T15:22:28";"";"";" bom ok obrigado";"1.0";"3.0";"0.0";"2.0";"1.0";"-0.4285714285714286";"-1"
"Bom";"5";"0";"7.21.0.5";"2020-05-24T15:22:19";"";"";" bom";"1.0";"1.0";"0.0";"1.0";"0.0";"-0.4285714285714286";"-1"
"Rápido, fácil de utilizar, nunca deu problema, parabéns!!!";"5";"0";"7.21.0.5";"2020-05-24T15:19:23";"";"";" rápido fácil utilizar nunca deu problema parabéns";"2.0";"7.0";"5.0";"2.0";"0.0";"-0.1428571428571429";"-1"
"Muito bom";"5";"0";"";"2020-05-24T15:16:51";"";"";" bom";"1.0";"1.0";"0.0";"1.0";"0.0";"-0.4285714285714286";"-1"
"Bom satisfeita com o app";"4";"0";"";"2020-05-24T15:15:05";"";"";" bom satisfeita app";"2.0";"3.0";"1.0";"2.0";"0.0";"-0.1428571428571429";"-1"
"É uma janela muito ultil nos dias de hoje. Infomacoes rápidas e precisas, além de boa qualidade de atendimento.";"5";"0";"7.21.0.5";"2020-05-24T15:14:52";"";"";" janela ultil dias hoje infomacoes rápidas precisas além boa qualidade atendimento";"3.0";"11.0";"8.0";"3.0";"0.0";"0.1428571428571428";"0"
"Está a contento para as minhas necessidades.";"5";"0";"7.21.0.5";"2020-05-24T15:12:14";"";"";" contento necessidades";"0.0";"2.0";"2.0";"0.0";"0.0";"-0.7142857142857143";"-1"
"Gostei";"4";"0";"7.21.0.5";"2020-05-24T15:10:42";"";"";" gostei";"0.0";"1.0";"1.0";"0.0";"0.0";"-0.7142857142857143";"-1"
"Ótima";"5";"0";"7.21.1.0";"2020-05-24T15:10:16";"";"";" ótima";"1.0";"1.0";"0.0";"1.0";"0.0";"-0.4285714285714286";"-1"
"Melhorando cada vez mais.";"4";"0";"7.21.0.5";"2020-05-24T15:08:09";"";"";" melhorando cada vez";"0.0";"3.0";"3.0";"0.0";"0.0";"-0.7142857142857143";"-1"
"Ótima";"5";"0";"7.21.0.5";"2020-05-24T15:08:02";"";"";" ótima";"1.0";"1.0";"0.0";"1.0";"0.0";"-0.4285714285714286";"-1"
"Legal";"5";"0";"7.21.0.5";"2020-05-24T15:04:58";"";"";" legal";"1.0";"1.0";"0.0";"1.0";"0.0";"-0.4285714285714286";"-1"
"Muito útil, super prático de usar, muito satisfeita ❤️";"5";"0";"7.21.0.5";"2020-05-24T15:04:12";"";"";" útil super prático usar satisfeita ";"5.0";"5.0";"0.0";"5.0";"0.0";"0.714285714285714";"0"
"Depois da atualização da ultima atualização foi corrigido o problema de acesso.";"5";"0";"7.21.0.5";"2020-05-24T15:02:20";"";"";" atualização ultima atualização corrigido problema acesso";"0.0";"6.0";"6.0";"0.0";"0.0";"-0.7142857142857143";"-1"
"Muito prático! Excelente! Fácil e rápido!";"5";"0";"7.21.0.5";"2020-05-24T15:02:12";"";"";" prático excelente fácil rápido";"4.0";"4.0";"0.0";"4.0";"0.0";"0.4285714285714284";"0"
"App muito simples e de fácil entendimento das opções.";"5";"0";"7.21.0.5";"2020-05-24T15:00:35";"";"";" app simples fácil entendimento opções";"1.0";"5.0";"4.0";"1.0";"0.0";"-0.4285714285714286";"-1"
"Quero um cartão e vocês não dão acesso para ter";"1";"0";"";"2020-05-24T14:59:38";"";"";" quero cartão não dão acesso ter";"0.0";"6.0";"6.0";"0.0";"0.0";"-0.7142857142857143";"-1"
"Muito bom gosto muito";"5";"0";"7.21.0.5";"2020-05-24T14:57:59";"";"";" bom gosto";"1.0";"2.0";"1.0";"1.0";"0.0";"-0.4285714285714286";"-1"
"Muito bom! Funcionalidade e atendimento rápido. O que deve melhorar são as ofertas de tarifas e percentual de taxa dos consignados.";"5";"0";"7.21.1.0";"2020-05-24T14:57:27";"";"";" bom funcionalidade atendimento rápido deve melhorar ofertas tarifas percentual taxa consignados";"2.0";"11.0";"9.0";"2.0";"0.0";"-0.1428571428571429";"-1"
"Não consigo desbloquear o cartão pelo qr core.";"4";"0";"7.21.0.5";"2020-05-24T14:56:20";"";"";" não consigo desbloquear cartão qr core";"-1.0";"6.0";"5.0";"0.0";"1.0";"-1.0";"-1"
"Top";"5";"0";"7.21.0.5";"2020-05-24T14:55:27";"";"";" top";"0.0";"1.0";"1.0";"0.0";"0.0";"-0.7142857142857143";"-1"
"Bom, para mim perfeito , até hoje nunca tive nenhum tipo de problema , sempre que preciso está disponível!";"5";"0";"7.21.0.5";"2020-05-24T14:55:12";"";"";" bom mim perfeito hoje nunca nenhum tipo problema sempre preciso disponível";"4.0";"11.0";"7.0";"4.0";"0.0";"0.4285714285714284";"0"
"Excelente !!! Atende todas as minhas necessidades.";"5";"0";"7.21.0.5";"2020-05-24T14:55:02";"";"";" excelente atende todas necessidades";"1.0";"4.0";"3.0";"1.0";"0.0";"-0.4285714285714286";"-1"
"Muito melho que filas na agecias ok";"5";"0";"7.21.0.5";"2020-05-24T14:49:17";"";"";" melho filas agecias ok";"1.0";"4.0";"3.0";"1.0";"0.0";"-0.4285714285714286";"-1"
"Ótimo aplicativo";"5";"0";"7.21.0.5";"2020-05-24T14:48:41";"";"";" ótimo aplicativo";"1.0";"2.0";"1.0";"1.0";"0.0";"-0.4285714285714286";"-1"
"Esta sendo um grande bamco";"5";"0";"7.21.0.5";"2020-05-24T14:48:23";"";"";" sendo grande bamco";"0.0";"3.0";"3.0";"0.0";"0.0";"-0.7142857142857143";"-1"
"Aplicativo muito bom";"4";"0";"7.21.0.5";"2020-05-24T14:48:02";"";"";" aplicativo bom";"1.0";"2.0";"1.0";"1.0";"0.0";"-0.4285714285714286";"-1"
"Muito prático facilidade no dia a dia recomendo";"5";"0";"7.21.1.0";"2020-05-24T14:47:04";"";"";" prático facilidade dia dia recomendo";"2.0";"5.0";"3.0";"2.0";"0.0";"-0.1428571428571429";"-1"
"Muito bom";"5";"0";"7.21.0.5";"2020-05-24T14:46:50";"";"";" bom";"1.0";"1.0";"0.0";"1.0";"0.0";"-0.4285714285714286";"-1"
"Estou conseguindo resolver tudo que estou precisando.";"5";"0";"7.21.0.5";"2020-05-24T14:44:05";"";"";" conseguindo resolver tudo precisando";"0.0";"4.0";"4.0";"0.0";"0.0";"-0.7142857142857143";"-1"
"Gosto muito desse aplicativo.";"5";"0";"7.21.0.5";"2020-05-24T14:43:40";"";"";" gosto desse aplicativo";"0.0";"3.0";"3.0";"0.0";"0.0";"-0.7142857142857143";"-1"
"É melhor q toda equipe do BB de Beberibe";"5";"0";"";"2020-05-24T14:42:26";"";"";" melhor toda equipe bb beberibe";"1.0";"5.0";"4.0";"1.0";"0.0";"-0.4285714285714286";"-1"
"Ñ estou conseguido entrar na minha conta facil";"1";"0";"7.19.0.1";"2020-05-24T14:42:10";"";"";" conseguido entrar conta facil";"-1.0";"4.0";"3.0";"0.0";"1.0";"-1.0";"-1"
"quero transferir minha conta da caixa econômica Federal para o banco do Brasil";"5";"0";"";"2020-05-24T14:41:47";"";"";" quero transferir conta caixa econômica federal banco brasil";"0.0";"8.0";"8.0";"0.0";"0.0";"-0.7142857142857143";"-1"
"Ótimo muito bom";"5";"0";"7.21.0.5";"2020-05-24T14:41:37";"";"";" ótimo bom";"2.0";"2.0";"0.0";"2.0";"0.0";"-0.1428571428571429";"-1"
"Estou com problemas de senha, ligo para o banco, não tem quem atenda, mando e-mail para minha gerente de conta, não me responde, tinha whatsapp da gerente, a mesma me bloqueou, tenho 1 milhão de reais para entrar na conta, porém não tem como! Tudo oque o banco acha é que o Brasil está em crise, ninguém mais vai conseguir sair da mau situação. Só que não! É engano de vcs, graças a Deus eu estou conseguindo me levantar em plena crise! É isso mesmo, eu estou conseguindo! E honestament";"1";"0";"";"2020-05-24T14:40:42";"";"";" problemas senha ligo banco não atenda mando mail gerente conta não responde whatsapp gerente mesma bloqueou milhão reais entrar conta porém não tudo oque banco acha brasil crise ninguém vai conseguir sair mau situação não engano vcs graças deus conseguindo levantar plena crise conseguindo honestament";"0.0";"45.0";"39.0";"3.0";"3.0";"-0.7142857142857143";"-1"
"Boa";"4";"0";"7.21.0.5";"2020-05-24T14:40:28";"";"";" boa";"1.0";"1.0";"0.0";"1.0";"0.0";"-0.4285714285714286";"-1"
"Após instalar o app não estou recebendo SMS (que não precisa de internet ) de compras. Vou CANCELAR o serviço de mensagem de celular, pois estou pagando por serviço que deixou de funcionar.";"1";"0";"7.21.0.5";"2020-05-24T14:39:37";"";"";" após instalar app não recebendo sms não precisa internet compras vou cancelar serviço mensagem celular pois pagando serviço deixou funcionar";"1.0";"20.0";"17.0";"2.0";"1.0";"-0.4285714285714286";"-1"
"Gostei muito da praticidade do aplicativo, apesar de ainda não conseguir usar algumas funções.";"5";"0";"7.21.0.5";"2020-05-24T14:38:37";"";"";" gostei praticidade aplicativo apesar ainda não conseguir usar algumas funções";"1.0";"10.0";"9.0";"1.0";"0.0";"-0.4285714285714286";"-1"
"Boa";"4";"0";"7.21.0.5";"2020-05-24T14:37:49";"";"";" boa";"1.0";"1.0";"0.0";"1.0";"0.0";"-0.4285714285714286";"-1"
"Mais prática e comodidade";"5";"0";"7.21.0.5";"2020-05-24T14:37:28";"";"";" prática comodidade";"1.0";"2.0";"1.0";"1.0";"0.0";"-0.4285714285714286";"-1"
"Muito bom. Me atende perfeitamente.";"5";"0";"7.21.0.5";"2020-05-24T14:37:01";"";"";" bom atende perfeitamente";"1.0";"3.0";"2.0";"1.0";"0.0";"-0.4285714285714286";"-1"
"Muito bom. Crédito automático direto na sua conta mesmo";"5";"0";"7.21.0.5";"2020-05-24T14:35:53";"";"";" bom crédito automático direto conta";"1.0";"5.0";"4.0";"1.0";"0.0";"-0.4285714285714286";"-1"
"Boa";"5";"0";"7.21.0.5";"2020-05-24T14:35:01";"";"";" boa";"1.0";"1.0";"0.0";"1.0";"0.0";"-0.4285714285714286";"-1"
"Ótimo";"5";"0";"7.21.0.5";"2020-05-24T14:34:11";"";"";" ótimo";"1.0";"1.0";"0.0";"1.0";"0.0";"-0.4285714285714286";"-1"
"Muito bom, porém, poderia informar o saldo após cada transação ou diário.";"4";"0";"7.21.0.5";"2020-05-24T14:30:52";"";"";" bom porém poderia informar saldo após cada transação diário";"0.0";"9.0";"7.0";"1.0";"1.0";"-0.7142857142857143";"-1"
"Excelente";"5";"0";"7.18.1.0";"2020-05-24T14:28:27";"";"";" excelente";"1.0";"1.0";"0.0";"1.0";"0.0";"-0.4285714285714286";"-1"
"Regular";"1";"0";"7.21.0.5";"2020-05-24T14:28:22";"";"";" regular";"1.0";"1.0";"0.0";"1.0";"0.0";"-0.4285714285714286";"-1"
"Muito prático; com ele realizo quase todas as operações das quais preciso.";"5";"0";"";"2020-05-24T14:27:01";"";"";" prático realizo quase todas operações quais preciso";"2.0";"7.0";"5.0";"2.0";"0.0";"-0.1428571428571429";"-1"
"Bom";"5";"0";"7.21.0.5";"2020-05-24T14:25:46";"";"";" bom";"1.0";"1.0";"0.0";"1.0";"0.0";"-0.4285714285714286";"-1"
"Excelente";"5";"0";"7.21.0.5";"2020-05-24T14:25:44";"";"";" excelente";"1.0";"1.0";"0.0";"1.0";"0.0";"-0.4285714285714286";"-1"
"Ótimo atendimento estou satisfeito";"5";"0";"7.21.0.5";"2020-05-24T14:24:22";"";"";" ótimo atendimento satisfeito";"2.0";"3.0";"1.0";"2.0";"0.0";"-0.1428571428571429";"-1"
"Excelente app!";"5";"0";"7.21.0.5";"2020-05-24T14:24:09";"";"";" excelente app";"1.0";"2.0";"1.0";"1.0";"0.0";"-0.4285714285714286";"-1"
"Satisfatório";"5";"0";"7.21.0.5";"2020-05-24T14:23:26";"";"";" satisfatório";"1.0";"1.0";"0.0";"1.0";"0.0";"-0.4285714285714286";"-1"
"Muito bom esse app";"5";"0";"7.17.0.4";"2020-05-24T14:22:27";"";"";" bom app";"1.0";"2.0";"1.0";"1.0";"0.0";"-0.4285714285714286";"-1"
"Fácil compreensão e rapidez";"4";"0";"7.21.1.0";"2020-05-24T14:22:26";"";"";" fácil compreensão rapidez";"1.0";"3.0";"2.0";"1.0";"0.0";"-0.4285714285714286";"-1"
"Muito fácil de interagir com o APP, gostei muito, agilidade, não preciso sair de casa ou pegar filas em Banco.";"5";"0";"7.21.0.5";"2020-05-24T14:19:43";"";"";" fácil interagir app gostei agilidade não preciso sair casa pegar filas banco";"2.0";"12.0";"8.0";"3.0";"1.0";"-0.1428571428571429";"-1"
"Muito top";"5";"0";"7.21.0.5";"2020-05-24T14:17:45";"";"";" top";"0.0";"1.0";"1.0";"0.0";"0.0";"-0.7142857142857143";"-1"
"Bem pratico";"5";"0";"7.21.0.5";"2020-05-24T14:16:40";"";"";" bem pratico";"0.0";"2.0";"2.0";"0.0";"0.0";"-0.7142857142857143";"-1"
"Otimo";"5";"0";"";"2020-05-24T14:16:21";"";"";" otimo";"0.0";"1.0";"1.0";"0.0";"0.0";"-0.7142857142857143";"-1"
"Bom 👍";"5";"0";"7.21.0.5";"2020-05-24T14:16:19";"";"";" bom";"1.0";"1.0";"0.0";"1.0";"0.0";"-0.4285714285714286";"-1"
"Utilizar";"5";"0";"7.21.0.5";"2020-05-24T14:15:36";"";"";" utilizar";"0.0";"1.0";"1.0";"0.0";"0.0";"-0.7142857142857143";"-1"
"Ajuda a minha vida no dia e dia";"5";"0";"7.21.0.5";"2020-05-24T14:15:25";"";"";" ajuda vida dia dia";"0.0";"4.0";"4.0";"0.0";"0.0";"-0.7142857142857143";"-1"
"Necessita avisar quando transação não dão certo";"4";"0";"7.21.1.0";"2020-05-24T14:13:40";"";"";" necessita avisar transação não dão certo";"1.0";"6.0";"5.0";"1.0";"0.0";"-0.4285714285714286";"-1"
"Muito bom app nota 10";"5";"0";"7.21.0.5";"2020-05-24T14:12:41";"";"";" bom app nota dez";"1.0";"4.0";"3.0";"1.0";"0.0";"-0.4285714285714286";"-1"
"O app é bonzinho... Da pra fazer o básico.";"4";"0";"7.21.0.5";"2020-05-24T14:12:30";"";"";" app bonzinho pra fazer básico";"0.0";"5.0";"5.0";"0.0";"0.0";"-0.7142857142857143";"-1"
"Muito bom app";"5";"0";"7.19.0.1";"2020-05-24T14:11:56";"";"";" bom app";"1.0";"2.0";"1.0";"1.0";"0.0";"-0.4285714285714286";"-1"
"Péssimo, não aparece o botão da captura ao tentar escanear o cartão. Sou cliente de primeira viagem do BB e até agora só passei raiva com esse app.";"1";"0";"";"2020-05-24T14:10:25";"";"";" péssimo não aparece botão captura tentar escanear cartão cliente primeira viagem bb agora passei raiva app";"0.0";"16.0";"14.0";"1.0";"1.0";"-0.7142857142857143";"-1"
"Atende todas as minhas necessidades, excelente!";"5";"0";"7.21.0.5";"2020-05-24T14:08:40";"";"";" atende todas necessidades excelente";"1.0";"4.0";"3.0";"1.0";"0.0";"-0.4285714285714286";"-1"
"De fácil utilização e consegui resolver tudo que preciso!";"5";"0";"7.21.0.5";"2020-05-24T14:07:53";"";"";" fácil utilização consegui resolver tudo preciso";"2.0";"6.0";"4.0";"2.0";"0.0";"-0.1428571428571429";"-1"
"Boa";"4";"0";"7.21.0.5";"2020-05-24T14:07:40";"";"";" boa";"1.0";"1.0";"0.0";"1.0";"0.0";"-0.4285714285714286";"-1"
"esse aplicativo é muito bom";"5";"0";"7.21.0.5";"2020-05-24T14:01:51";"";"";" aplicativo bom";"1.0";"2.0";"1.0";"1.0";"0.0";"-0.4285714285714286";"-1"
"Bom. pq pra mim que mora no sitio nao da de eu ir na rua ai eu uso o app banco do brasil";"5";"0";"7.21.0.5";"2020-05-24T14:01:07";"";"";" bom pq pra mim mora sitio nao ir rua ai uso app banco brasil";"1.0";"14.0";"13.0";"1.0";"0.0";"-0.4285714285714286";"-1"
"Muito bom";"5";"0";"7.21.0.5";"2020-05-24T14:00:34";"";"";" bom";"1.0";"1.0";"0.0";"1.0";"0.0";"-0.4285714285714286";"-1"
"Miito bom";"5";"0";"";"2020-05-24T13:59:36";"";"";" miito bom";"1.0";"2.0";"1.0";"1.0";"0.0";"-0.4285714285714286";"-1"
"Muito bom...";"5";"0";"7.21.0.5";"2020-05-24T13:57:54";"";"";" bom ";"1.0";"1.0";"0.0";"1.0";"0.0";"-0.4285714285714286";"-1"
"Excelente";"5";"0";"7.21.0.5";"2020-05-24T13:57:31";"";"";" excelente";"1.0";"1.0";"0.0";"1.0";"0.0";"-0.4285714285714286";"-1"
"Muito prático eu recomendo,seguro tambem";"5";"0";"7.21.0.5";"2020-05-24T13:57:25";"";"";" prático recomendo seguro tambem";"2.0";"4.0";"2.0";"2.0";"0.0";"-0.1428571428571429";"-1"
"Muito bom";"5";"0";"7.21.0.5";"2020-05-24T13:57:16";"";"";" bom";"1.0";"1.0";"0.0";"1.0";"0.0";"-0.4285714285714286";"-1"
"Muito bom";"4";"0";"7.21.0.5";"2020-05-24T13:56:56";"";"";" bom";"1.0";"1.0";"0.0";"1.0";"0.0";"-0.4285714285714286";"-1"
"Muito bom e fácil de usar";"5";"0";"7.21.0.5";"2020-05-24T13:56:04";"";"";" bom fácil usar";"3.0";"3.0";"0.0";"3.0";"0.0";"0.1428571428571428";"0"
"Só acho que poderia ter tudo nesse app, sem ter que baixar o app Ourocard";"4";"0";"7.21.0.5";"2020-05-24T13:54:42";"";"";" acho poderia ter tudo nesse app ter baixar app ourocard";"-1.0";"10.0";"9.0";"0.0";"1.0";"-1.0";"-1"
"tem tudo que eu preciso. o design ficou ótimo.";"5";"0";"7.21.0.5";"2020-05-24T13:53:47";"";"";" tudo preciso design ficou ótimo";"2.0";"5.0";"3.0";"2.0";"0.0";"-0.1428571428571429";"-1"
"Um bom app, porém algumas opções continuam confusas não dá pra saber de primeira o que se trata, as opções mais básicas e mais utilizadas são fáceis de usar e encontrar";"4";"0";"7.21.0.5";"2020-05-24T13:52:42";"";"";" bom app porém algumas opções continuam confusas não dá pra saber primeira trata opções básicas utilizadas fáceis usar encontrar";"1.0";"19.0";"14.0";"3.0";"2.0";"-0.4285714285714286";"-1"
"Boa tarde, estou com problema na liberação do meu acesso, mandei email na quinta-feira e na sexta feira e não obtive retorno.";"1";"0";"7.21.0.5";"2020-05-24T13:51:36";"";"";" boa tarde problema liberação acesso mandei email quinta feira sexta feira não obtive retorno";"1.0";"14.0";"13.0";"1.0";"0.0";"-0.4285714285714286";"-1"
"Muito prático!";"5";"0";"7.21.0.5";"2020-05-24T13:50:57";"";"";" prático";"1.0";"1.0";"0.0";"1.0";"0.0";"-0.4285714285714286";"-1"
"Muito eficiente!";"5";"0";"7.21.0.5";"2020-05-24T13:49:48";"";"";" eficiente";"1.0";"1.0";"0.0";"1.0";"0.0";"-0.4285714285714286";"-1"
"App de fácil navegação";"5";"0";"7.21.1.0";"2020-05-24T13:47:35";"";"";" app fácil navegação";"1.0";"3.0";"2.0";"1.0";"0.0";"-0.4285714285714286";"-1"
"Excelente";"4";"0";"7.21.0.5";"2020-05-24T13:47:18";"";"";" excelente";"1.0";"1.0";"0.0";"1.0";"0.0";"-0.4285714285714286";"-1"
"Tem coisas a melhorar";"4";"0";"";"2020-05-24T13:46:46";"";"";" coisas melhorar";"0.0";"2.0";"2.0";"0.0";"0.0";"-0.7142857142857143";"-1"
"Muito bom";"5";"0";"";"2020-05-24T13:46:41";"";"";" bom";"1.0";"1.0";"0.0";"1.0";"0.0";"-0.4285714285714286";"-1"
"Eu acabei de cria uma conta por este App e a todo momento ele fica pedindo uma senha de 8 dígitos. Mais quando eu coloco minha senha o App diz que a senha está inexistente. Se tiver como solucionar o problema o mais rápido possível eu irei agradecer";"1";"0";"7.21.0.5";"2020-05-24T13:46:06";"";"";" acabei cria conta app todo momento fica pedindo senha oito dígitos coloco senha app diz senha inexistente solucionar problema rápido possível irei agradecer";"0.0";"23.0";"21.0";"1.0";"1.0";"-0.7142857142857143";"-1"
"App ótimo, não trava, além da facilidade para realizar pagamento, transações... Sou BB ♥️";"5";"0";"7.21.0.5";"2020-05-24T13:44:49";"";"";" app ótimo não trava além facilidade realizar pagamento transações bb ";"3.0";"10.0";"7.0";"3.0";"0.0";"0.1428571428571428";"0"
"Exelente parabéns 👏👏👏👏👏👏👏";"5";"0";"7.21.0.5";"2020-05-24T13:43:56";"";"";" exelente parabéns ";"0.0";"2.0";"2.0";"0.0";"0.0";"-0.7142857142857143";"-1"
"Não tenho que me quexar";"4";"0";"7.21.0.5";"2020-05-24T13:43:43";"";"";" não quexar";"0.0";"2.0";"2.0";"0.0";"0.0";"-0.7142857142857143";"-1"
"Otimo";"5";"0";"7.21.1.0";"2020-05-24T13:43:41";"";"";" otimo";"0.0";"1.0";"1.0";"0.0";"0.0";"-0.7142857142857143";"-1"
"Bom,Por enquanto não tenho do que reclamar";"3";"0";"7.21.0.5";"2020-05-24T13:42:49";"";"";" bom enquanto não reclamar";"2.0";"4.0";"2.0";"2.0";"0.0";"-0.1428571428571429";"-1"
"Muito bom";"1";"0";"7.21.0.5";"2020-05-24T15:24:00";"";"";" bom";"1.0";"1.0";"0.0";"1.0";"0.0";"-0.4285714285714286";"-1"
"Ótimo, ñ saiu de casa pra nd,facilitou mt a minha vida";"5";"0";"7.20.0.4";"2020-05-24T15:23:59";"";"";" ótimo saiu casa pra nd facilitou mt vida";"1.0";"8.0";"7.0";"1.0";"0.0";"-0.4285714285714286";"-1"
"app atendeu todas as minhas necessidades muito bom";"5";"0";"7.21.0.5";"2020-05-24T15:23:36";"";"";" app atendeu todas necessidades bom";"1.0";"5.0";"4.0";"1.0";"0.0";"-0.4285714285714286";"-1"
"Muito bom ok obrigado";"5";"0";"7.21.0.5";"2020-05-24T15:22:28";"";"";" bom ok obrigado";"1.0";"3.0";"0.0";"2.0";"1.0";"-0.4285714285714286";"-1"
"Bom";"5";"0";"7.21.0.5";"2020-05-24T15:22:19";"";"";" bom";"1.0";"1.0";"0.0";"1.0";"0.0";"-0.4285714285714286";"-1"
"Rápido, fácil de utilizar, nunca deu problema, parabéns!!!";"5";"0";"7.21.0.5";"2020-05-24T15:19:23";"";"";" rápido fácil utilizar nunca deu problema parabéns";"2.0";"7.0";"5.0";"2.0";"0.0";"-0.1428571428571429";"-1"
"Muito bom";"5";"0";"";"2020-05-24T15:16:51";"";"";" bom";"1.0";"1.0";"0.0";"1.0";"0.0";"-0.4285714285714286";"-1"
"Bom satisfeita com o app";"4";"0";"";"2020-05-24T15:15:05";"";"";" bom satisfeita app";"2.0";"3.0";"1.0";"2.0";"0.0";"-0.1428571428571429";"-1"
"É uma janela muito ultil nos dias de hoje. Infomacoes rápidas e precisas, além de boa qualidade de atendimento.";"5";"0";"7.21.0.5";"2020-05-24T15:14:52";"";"";" janela ultil dias hoje infomacoes rápidas precisas além boa qualidade atendimento";"3.0";"11.0";"8.0";"3.0";"0.0";"0.1428571428571428";"0"
"Está a contento para as minhas necessidades.";"5";"0";"7.21.0.5";"2020-05-24T15:12:14";"";"";" contento necessidades";"0.0";"2.0";"2.0";"0.0";"0.0";"-0.7142857142857143";"-1"
"Gostei";"4";"0";"7.21.0.5";"2020-05-24T15:10:42";"";"";" gostei";"0.0";"1.0";"1.0";"0.0";"0.0";"-0.7142857142857143";"-1"
"Ótima";"5";"0";"7.21.1.0";"2020-05-24T15:10:16";"";"";" ótima";"1.0";"1.0";"0.0";"1.0";"0.0";"-0.4285714285714286";"-1"
"Melhorando cada vez mais.";"4";"0";"7.21.0.5";"2020-05-24T15:08:09";"";"";" melhorando cada vez";"0.0";"3.0";"3.0";"0.0";"0.0";"-0.7142857142857143";"-1"
"Ótima";"5";"0";"7.21.0.5";"2020-05-24T15:08:02";"";"";" ótima";"1.0";"1.0";"0.0";"1.0";"0.0";"-0.4285714285714286";"-1"
