,video_id,comment_text,likes,replies,sentiment,text
8969,gmXuUgB7T3Y,you are gorgeous without (and with) makeup !! <3,0,0,1,gorgeous without makeup 3
9020,gmXuUgB7T3Y,<3 love you!!!!!,0,0,1,3 love
9039,gQvHtXWlXDE,The best song!,3,0,1,best song
9051,gQvHtXWlXDE,OMG THIS IS REALLY PERFECT. 😍,0,0,1,omg really perfect
9059,gQvHtXWlXDE,Great song! I like that,0,0,1,great song like
9080,gQvHtXWlXDE,Perfect song 👌,0,0,1,perfect song
9150,LpZqwLZP5Vs,Prayers to everyone who was affected by this terrible event ❤🇺🇸🙏,0,0,-1,prayers everyone affected terrible event
9161,LpZqwLZP5Vs,"those brave men and women in the towers,pentagon, and flight 93 as well as the passengers on the planes will be remembered. may they rest in peace and Heaven with God.        Let's Roll!",0,0,1,brave men women towerspentagon flight 93 well passengers planes remembered may rest peace heaven god lets roll
9208,LpZqwLZP5Vs,Dwight is the best person on the office,1,1,1,dwight best person office
9210,LpZqwLZP5Vs,Happy 9/11 everyone!,3,2,1,happy 911 everyone
9225,LpZqwLZP5Vs,9/11 was a terrible day but it did bring all Americans closer together,1,2,-1,911 terrible day bring americans closer together
9233,fCh5TVGaTSg,"she's horrible, stop hiring for looks alone.",82,22,-1,shes horrible stop hiring looks alone
9241,fCh5TVGaTSg,She's awful,12,2,-1,shes awful
9277,fCh5TVGaTSg,Every *9/11* something horrific happens..,0,0,-1,every 911 something horrific happens
9312,Pp19TkIU_fw,PERU <3,10,0,1,peru 3
9518,-cYk6sbe11c,"Allahou Akbar, God is the greatest, the Wind is a soldier among God soldier",0,0,1,allahou akbar god greatest wind soldier among god soldier
9535,-cYk6sbe11c,oh my god it's so crazy!!! dios protejenos  de estos tornados .,0,0,-1,oh god crazy dios protejenos de estos tornados
9555,-cYk6sbe11c,Awesome job,0,0,1,awesome job
9697,_NlKTMvnjIc,I WISH YOU GUYS ALL THE BEST 😞🇬🇧,0,0,1,wish guys best
9727,_NlKTMvnjIc,"this is all trumps fault, great job merica!!!",0,0,1,trumps fault great job merica
9736,_NlKTMvnjIc,Pathetic...,0,0,-1,pathetic
9816,3x-sUsazQ90,Master Artisan who brings joy to us all! ^-^,0,0,1,master artisan brings joy us ^^
9823,3x-sUsazQ90,So relaxing lol... Hope all is well after the hurricane!,0,0,1,relaxing lol hope well hurricane
9841,3x-sUsazQ90,Great video and narration!,0,0,1,great video narration
9842,3x-sUsazQ90,This is really impressive,0,0,1,really impressive
9844,3x-sUsazQ90,Placed an order yesterday. Will be patiently waiting for some delicious hurricandy!,0,0,1,placed order yesterday patiently waiting delicious hurricandy
9889,7Lyo5dCig-U,"That would honestly be me, lol!",0,0,1,would honestly lol
9944,7Lyo5dCig-U,WHAT IDIOT!,0,0,-1,idiot
9993,lwOQbMcXtfU,perfect opportunity for these metal detector dudes to do their thing without water in the way,0,0,1,perfect opportunity metal detector dudes thing without water way
10026,lwOQbMcXtfU,Perfect time to go treasure hunting,1,0,1,perfect time go treasure hunting
10048,lwOQbMcXtfU,POS EINAI AUTO PROTO STIS TASEIS!!!!!!!!!!! WTF!!!!!!!!!!!!!!!!!!!!!!!!!! GAMO TO YT MOU MESA!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!! \n(to parakana me ta thaumastika sorry)!!!!!!!!!!!!!!!!!!!!!!,0,0,-1,pos einai auto proto stis taseis wtf gamo yt mou mesa \nto parakana ta thaumastika sorry
10099,7Gw-lN270qs,Oil free????!!!!! I'm in,1,0,1,oil free im
10109,7Gw-lN270qs,Please do more of these reviews!!!! It's giving me life <3,4,1,1,please reviews giving life 3
10115,7Gw-lN270qs,Awesome video,1,0,1,awesome video
10120,7Gw-lN270qs,I love BEAUTY WITH MI!!!!!!,1,1,1,love beauty mi
10134,qZVm-2nM0sA,Best song ever,3,0,1,best song ever
10152,qZVm-2nM0sA,Who watch 4K on FHD? :D,0,0,1,watch 4k fhd
10176,qZVm-2nM0sA,great!,1,0,1,great
10200,qZVm-2nM0sA,Yet another great song from Rudimental. Can't wait to see them again!! <3,0,0,1,yet another great song rudimental cant wait see 3
10237,_uLmn_Dba08,Po Matt has horrible Ocd,0,0,-1,po matt horrible ocd
10244,_uLmn_Dba08,ur awesome,0,0,1,ur awesome
10259,_uLmn_Dba08,Sam and Gunner are the best at these!!!,2,0,1,sam gunner best
10362,vSDCb3bdFlw,Boring hurricane,7,5,-1,boring hurricane
10365,vSDCb3bdFlw,"Die Motherfuckers Die, you got what you deserve assholes..this is how God punishes evil motherfuckers......greetings from Mexico....",2,5,-1,die motherfuckers die got deserve assholesthis god punishes evil motherfuckersgreetings mexico
10369,BdV0dkx2oik,"and thats my boring video of the day\n\n#42 on trending, grats",4,0,-1,thats boring video day\n\n42 trending grats
10413,BdV0dkx2oik,When your boring video of the get becomes trending,0,0,-1,boring video get becomes trending
10444,BdV0dkx2oik,JALOPNIK is here :D http://jalopnik.com/this-one-little-engineering-detail-is-a-great-reminder-1803758960,0,0,1,jalopnik httpjalopnikcomthisonelittleengineeringdetailisagreatreminder1803758960
10456,BdV0dkx2oik,Mine got stuck yesterday morning and I can't get my fucking keys out !!! Without pulling out the dash!!!! WTF!!! Had to Uber to school!!!!,0,0,-1,mine got stuck yesterday morning cant get fucking keys without pulling dash wtf uber school
10500,U1bpztJkdzk,Your shirt <3,0,0,1,shirt 3
10570,PHXkhUJWTXM,"Thank you!! As an ASL instructor, I will be sharing this version with my classes so they can truly understand how awful this was.",36,6,-1,thank asl instructor sharing version classes truly understand awful
10592,PHXkhUJWTXM,Oh my goodness ... this is horrible .,1,0,-1,oh goodness horrible
10613,PHXkhUJWTXM,WTF??!! That's not ASL!!!,1,0,-1,wtf thats asl
10618,PHXkhUJWTXM,This is terrible!,1,0,-1,terrible
10620,PHXkhUJWTXM,OMG!! i can't get over it!!! I suspected thank you for confirming!!! OUCH! my heads gonna explode!!!! UGH!!! THIS IS EVIL!,1,0,-1,omg cant get suspected thank confirming ouch heads gonna explode ugh evil
10623,PHXkhUJWTXM,"No, he wasn't trying. You can tell he wasn't trying. Stop making excuses for someone who just couldn't do the job. No one could make him do anything. This is just awful.",1,1,-1,wasnt trying tell wasnt trying stop making excuses someone couldnt job one could make anything awful
10752,wGQtrwey-TI,your food vlogs are the best!,0,0,1,food vlogs best
10794,wGQtrwey-TI,Visit Malaysia some day.. Food is awesome here too 😊,0,0,1,visit malaysia day food awesome
10812,wGQtrwey-TI,that crab is simply gorgeous!!! but ewwwwww u eat the innards 🙈🙈🙈,0,0,1,crab simply gorgeous ewwwwww u eat innards
10835,wGQtrwey-TI,Your videos are always trending looks so damn delicious.,0,0,1,videos always trending looks damn delicious
10853,_GC5AVsf528,"eu amo essa banda cara, melhor descoberta de 2017 <3",0,0,1,eu amo essa banda cara melhor descoberta de 2017 3
10875,_GC5AVsf528,"So beautiful, thank you!",0,0,1,beautiful thank
10883,_GC5AVsf528,"I'm out from school and I wake up to this beautiful piece of art, hell yes!!",0,0,1,im school wake beautiful piece art hell yes
10887,_GC5AVsf528,this music gives me life tbh <3,0,0,1,music gives life tbh 3
10891,_GC5AVsf528,his voice is incredibe <3,0,0,1,voice incredibe 3
10895,_GC5AVsf528,I just show some of NBT videos and songs to my grandma and all she told me was: He sounds like an angel. <3,0,0,1,show nbt videos songs grandma told sounds like angel 3
10974,BRzPaDMeRks,Dragon drop sounds great!,0,0,1,dragon drop sounds great
10982,BRzPaDMeRks,Best tech at Walmart or autozone,0,0,1,best tech walmart autozone
11065,C3cwtcomilA,Another great video!,0,0,1,another great video
11067,C3cwtcomilA,Awesome one,2,0,1,awesome one
11085,jehAZhrI7oA,"Pinhead  from hellraiser, that will be my worst nigthmare.",0,0,-1,pinhead hellraiser worst nigthmare
11126,jehAZhrI7oA,If the kid actors in the mini tv show play as the adults in part 2 that would be awesome,0,0,1,kid actors mini tv show play adults part 2 would awesome
11159,jehAZhrI7oA,That Doom tee though :D <3,0,0,1,doom tee though 3
11199,-tCu0tKrzhc,Capitalism for the win!,0,0,1,capitalism win
11201,-tCu0tKrzhc,Capitalism is the best.,0,0,1,capitalism best
11284,qPDZZj6By3Y,"Evil exists in nature, who creatures nature is god, so god is evil",0,0,-1,evil exists nature creatures nature god god evil
11291,qPDZZj6By3Y,What a happy ending!,0,0,1,happy ending
11342,qPDZZj6By3Y,Beautiful!!!,0,0,1,beautiful
11416,J_e77K4n6Ts,Looks delicious.,0,0,1,looks delicious
11502,7nh2Ra-5kY8,so proud of her!,0,0,1,proud
11543,7nh2Ra-5kY8,That was beautiful sportsmanship! Congrats.,0,0,1,beautiful sportsmanship congrats
11550,7nh2Ra-5kY8,Beautiful Sista!,1,0,1,beautiful sista
11572,0tOUQt5fem0,Just incredible Terry!  You da man!,0,0,1,incredible terry da man
11573,0tOUQt5fem0,Totally Awesome!,0,0,1,totally awesome
11575,0tOUQt5fem0,Beautiful!,0,0,1,beautiful
11602,zJufeAMRHy8,"I was there, it was awesome!!",6,0,1,awesome
11604,zJufeAMRHy8,That sounded beautiful!!!!!,6,0,1,sounded beautiful
11617,zJufeAMRHy8,We were there too it was awesome!! 🙌🏼,4,0,1,awesome
11623,zJufeAMRHy8,This is amazing!!!,3,0,1,amazing
11625,zJufeAMRHy8,I said a while ago I would decide how I felt about Matt when he sung the rainbow connection. Well now he has and I think he's great!,1,0,1,said ago would decide felt matt sung rainbow connection well think hes great
11631,zJufeAMRHy8,I'd like to take Jade to see the Muppet's could be one of those best days ever. I agree with Sailor Moon animégirl21 makes you feel like you want to meet them.,0,0,1,id like take jade see muppets could one best days ever agree sailor moon animgirl21 makes feel like want meet
11661,zJufeAMRHy8,You have this while Disney is doing terrible reboots,0,0,-1,disney terrible reboots
11702,AHrCI9eSJGQ,"Absolutely beautiful! Thank you for all the effort it took to put this together and share it with the world, I appreciate it!",0,0,1,absolutely beautiful thank effort took put together share world appreciate
11727,AHrCI9eSJGQ,The best video on internet today...amazing 😊,0,0,1,best video internet todayamazing
11770,AHrCI9eSJGQ,Awesome,0,0,1,awesome
11776,AHrCI9eSJGQ,Its Very Beautiful 😢😢,0,0,1,beautiful
11779,AHrCI9eSJGQ,awesome stuff,0,0,1,awesome stuff
11780,AHrCI9eSJGQ,Magnificent.,0,0,1,magnificent
11784,AHrCI9eSJGQ,Just awesome!,0,0,1,awesome
11791,AHrCI9eSJGQ,Great video!,0,0,1,great video
11874,4LwpGaDKmZ8,Amazing!!!!,0,0,1,amazing
11938,Alp_a88C8dY,Best Pennywise line - \n\nKiss me fat boy!,0,0,1,best pennywise line \n\nkiss fat boy
12054,5kZi3J2S52E,that is an insane price @_@!!!!,0,0,-1,insane price _
12090,5kZi3J2S52E,Awesome congrats!,0,0,1,awesome congrats
12098,5kZi3J2S52E,It's doooooooooone!!!!! :D,1,0,1,doooooooooone
12183,a6sywFdvURE,Great job Bannon!,0,0,1,great job bannon
12205,WAwRqecvMSY,OH MY GOD FUCKING ROAST ME QUEEN!!!! YES!!,8573,138,-1,oh god fucking roast queen yes
12260,WAwRqecvMSY,Lmao!!!! Roasted!!!,0,0,1,lmao roasted
12296,WAwRqecvMSY,OMG MARKIPLIER IS THE BEST,0,0,1,omg markiplier best
12319,uAipi4V5g34,That was Perfect,0,0,1,perfect
12426,9e6WeQeBjOI,"I've thought of building a playground for our dogs, but this is awesome!",0,0,1,ive thought building playground dogs awesome
12428,9e6WeQeBjOI,What a great daddy!,0,1,1,great daddy
12578,fQxLlq7lxVM,Looks real good on you Maya.,0,0,1,looks real good maya
12579,fQxLlq7lxVM,You are gorgeous inside and out!!!,0,0,1,gorgeous inside
12585,fQxLlq7lxVM,My heart is so happy to see 1M for subscribers!,0,0,1,heart happy see 1m subscribers
12600,fQxLlq7lxVM,Entering again.... need this so bad!!,0,0,-1,entering need bad
12644,fQxLlq7lxVM,so beautiful!,0,0,1,beautiful
12648,fQxLlq7lxVM,<3,0,0,1,3
12656,fQxLlq7lxVM,Best fenty review,0,0,1,best fenty review
12659,fQxLlq7lxVM,Soooo gorgeous on you!!!,0,0,1,soooo gorgeous
12663,fQxLlq7lxVM,#shamelessfenty  <3,0,0,1,shamelessfenty 3
12668,fQxLlq7lxVM,Her timing was perfect!,0,0,1,timing perfect
12672,fQxLlq7lxVM,<3 <3,0,0,1,3 3
12673,fQxLlq7lxVM,This look is flawless ✨✨#shamelessfenty,0,0,1,look flawless shamelessfenty
12700,T2W7UocH0Hs,How do you save your spot where you're from? ROFL!,0,0,1,save spot youre rofl
12736,T2W7UocH0Hs,So basically what you're saying is Japan is the best country to steal stuff,0,0,1,basically youre saying japan best country steal stuff
12781,zPGRU49esCU,CRAZY TAGGLER!!!,0,0,-1,crazy taggler
12796,zPGRU49esCU,you're awesome dude!!!! <3 God bless you,0,0,1,youre awesome dude 3 god bless
12803,zPGRU49esCU,Awesome video. Thank you!,1,0,1,awesome video thank
12883,ykvX-E1nuag,Ahhhhhhh!!!  Welcome to my city!,0,0,1,ahhhhhhh welcome city
12886,ykvX-E1nuag,"Welcome to Melbourne! I hope you can take some time to go to the South Melbourne Market, Chez Dre, and Bibelot!",0,0,1,welcome melbourne hope take time go south melbourne market chez dre bibelot
12982,8fH_PAi6Yf4,AHH I loved this review!! I'm sold <3 Beautiful!!,0,0,1,ahh loved review im sold 3 beautiful
13030,8fH_PAi6Yf4,This compliments your skin so perfectly.,0,0,1,compliments skin perfectly
13032,8fH_PAi6Yf4,Everything looks perfect on you 😍😍😍😍😍,0,0,1,everything looks perfect
13048,8fH_PAi6Yf4,absolutely beautiful!!,0,0,1,absolutely beautiful
13186,pwHvK07tUuw,I'm not a fan of this song but this was AWESOME,0,0,1,im fan song awesome
13202,pwHvK07tUuw,"awesome, i give like, and subscribe",0,0,1,awesome give like subscribe
13212,pwHvK07tUuw,I'm so proud to see another Eugene YouTuber KILLIN' it!! Do a mix of Britney/Christina songs.,0,0,1,im proud see another eugene youtuber killin mix britneychristina songs
13227,pwHvK07tUuw,Excellent.,0,0,1,excellent
13233,pwHvK07tUuw,Awesome video!,0,0,1,awesome video
13241,pwHvK07tUuw,"OH MY GOD! PTX, Polka, Eric Whitacre, this has everything!! IT WAS AWESOME!!!!",0,0,1,oh god ptx polka eric whitacre everything awesome
13244,pwHvK07tUuw,Please make more like this!!!! Try,0,0,1,please make like try
13263,pwHvK07tUuw,The Sinatra bit sounded awesome!,0,0,1,sinatra bit sounded awesome
13273,pwHvK07tUuw,AHHH THIS WAS AWESOME NSY SUBBED,1,0,1,ahhh awesome nsy subbed
13278,U2CqZNd6rgM,You have the best you tube chanel I wish I was in your YouTube channel,0,0,1,best tube chanel wish youtube channel
13301,U2CqZNd6rgM,it is great!,0,0,1,great
13317,U2CqZNd6rgM,BTW I love all your videos...!!!!,0,0,1,btw love videos
13340,U2CqZNd6rgM,Yeah best channel on YouTube ever,0,0,1,yeah best channel youtube ever
13371,U2CqZNd6rgM,omg awesome!!!!!!!!,0,0,1,omg awesome
13398,bF5sIEuv83k,So damn good looking !!!!!!! 😭 keep singing,0,0,1,damn good looking keep singing
13420,bF5sIEuv83k,"I am never one to comment on videos but this time I couldn't help it, this song is just too amazing! I have not stopped listening since the 8th! Keep it coming!",0,0,1,never one comment videos time couldnt help song amazing stopped listening since 8th keep coming
13475,bF5sIEuv83k,Love his music and him!!!!,0,0,1,love music
13476,bF5sIEuv83k,Oh I love your voice Kane!!!!,0,0,1,oh love voice kane
13484,CayHgjP1YNQ,Ros was the best part,7,0,1,ros best part
13500,CayHgjP1YNQ,Best version of the song ever,0,0,1,best version song ever
13503,CayHgjP1YNQ,The moaning parts are the best,0,0,1,moaning parts best
13510,CayHgjP1YNQ,Awesome. So awesome it's being reported. Congrats. http://nerdist.com/game-of-thrones-taylor-swift-look-what-you-made-me-do/,0,0,1,awesome awesome reported congrats httpnerdistcomgameofthronestaylorswiftlookwhatyoumademedo
13551,CayHgjP1YNQ,This is perfect,0,0,1,perfect
13555,CayHgjP1YNQ,That was awesome,0,0,1,awesome
13570,CayHgjP1YNQ,Brilliant!!!!!,0,0,1,brilliant
13571,CayHgjP1YNQ,Brilliant !,0,0,1,brilliant
13601,FTIStPerVNw,Raise minimum wage? I make 26 dollars an hour and bust my balls for every penny but McDonald's employees want 15 an hour so I can stand around for 22 minutes for a precooked burger fuck you!!!!!!,0,0,-1,raise minimum wage make 26 dollars hour bust balls every penny mcdonalds employees want 15 hour stand around 22 minutes precooked burger fuck
13602,FTIStPerVNw,Bernie is the perfect grandfather figure <3,0,0,1,bernie perfect grandfather figure 3
13697,AX8-YzMKZhQ,i love your voice!!!!,0,0,1,love voice
13743,AX8-YzMKZhQ,It's really great! The song was so awesome! 👍💕,1,0,1,really great song awesome
13761,AX8-YzMKZhQ,Best Sam smith song,0,0,1,best sam smith song
13806,REyxoxScrbU,I love this song!!!!,0,0,1,love song
13808,REyxoxScrbU,She look like Alessia Cara's evil twin.,0,0,-1,look like alessia caras evil twin
13834,REyxoxScrbU,Masterpiece! ♥,0,0,1,masterpiece
13838,REyxoxScrbU,i love JESSIE!!!!,0,0,1,love jessie
13850,REyxoxScrbU,Bruxelles ! <3,0,0,1,bruxelles 3
13856,REyxoxScrbU,It´s Boring,0,0,-1,boring
13901,c3pFWJCQy5E,Keep fighting girl!! You're AMAZING!!!,0,0,1,keep fighting girl youre amazing
13936,c3pFWJCQy5E,Best wishes to you as you're going through this struggle.,0,0,1,best wishes youre going struggle
13946,c3pFWJCQy5E,your speech is amazing in this vid!!! always praying for you,0,0,1,speech amazing vid always praying
14002,eJB1gcydsbU,Why was this so terrifyingly funny😂😂,0,0,-1,terrifyingly funny
14034,eJB1gcydsbU,Best vid ever,0,0,1,best vid ever
14144,AR4UgRJOUQY,"Hmmmm\n*looks up search history*\nwww.thepiratebay.org\nwww.kickasstorrents.se\ngoogle: Best torrent VPN\nHmmmmm, wonder what I do...",0,0,1,hmmmm\nlooks search history\nwwwthepiratebayorg\nwwwkickasstorrentsse\ngoogle best torrent vpn\nhmmmmm wonder
14164,AR4UgRJOUQY,homosexuality is disgusting,0,0,-1,homosexuality disgusting
14230,DGlYMJRwevI,I LOVE!!!!!  your  videos,0,0,1,love videos
14233,DGlYMJRwevI,dude perfect do a trickshot,0,0,1,dude perfect trickshot
14234,DGlYMJRwevI,6:50 dude....... Perfect!,1,0,1,650 dude perfect
14283,PGfSaVDymjk,"N E W  S O N G , P U T  Y O U R S E L F  O N ! <3                                                                                       https://youtu.be/evz2YKd9_fg",0,0,1,n e w n g p u u r e l f n 3 httpsyoutubeevz2ykd9_fg
14301,PGfSaVDymjk,the best song of G-Eazy <3,1,0,1,best song geazy 3
14322,PGfSaVDymjk,Cardi B <3,0,0,1,cardi b 3
14336,PGfSaVDymjk,This is a bad ass song!!!,0,0,-1,bad ass song
14337,PGfSaVDymjk,Get your own album g-easy!!!,0,0,1,get album geasy
14401,A-fofQ9VpPQ,Looks terrible,5,0,-1,looks terrible
14448,A-fofQ9VpPQ,Netflix rocking the Mystery/Crime genre. <3,0,0,1,netflix rocking mysterycrime genre 3
14456,A-fofQ9VpPQ,Is that David Cronenberg @01.21? Awesome,0,0,1,david cronenberg 0121 awesome
14511,pCSgWJzEvrM,Anna. You need to tell us where you get you're awesome outfits you wear in these videos.,0,0,1,anna need tell us get youre awesome outfits wear videos
14534,pCSgWJzEvrM,Best dating advice: Be yourself*\n\n*and don't be an asshole,0,0,1,best dating advice yourself\n\nand dont asshole
14536,pCSgWJzEvrM,Or they'll like you for your boobs. Boobs are awesome. I like boobs. I am a boob.,0,0,1,theyll like boobs boobs awesome like boobs boob
14545,pCSgWJzEvrM,This is the worst dating advice I've ever seen lmaoooo,0,0,-1,worst dating advice ive ever seen lmaoooo
14575,pCSgWJzEvrM,Being yourself is bullshit.\nBe the best version of yourself.\n\n- Based Zeus,1,0,1,bullshit\nbe best version yourself\n\n based zeus
14578,pCSgWJzEvrM,We want stay awesome gotham!!!!,0,0,1,want stay awesome gotham
14586,pCSgWJzEvrM,You are beautiful!,0,0,1,beautiful
14587,pCSgWJzEvrM,Stay awesome Gotham,0,0,1,stay awesome gotham
14665,bnON1y-fKag,The intern was one of the worst films ever made.,0,0,-1,intern one worst films ever made
14713,VCVjbrt30tY,This girls don't know how to make a bad song!!,0,0,-1,girls dont know make bad song
14727,VCVjbrt30tY,"I used Fifth Harmony's album cover picture as my wallpaper, and WoWoW! ¡ it's awesome!¡   The best I ever had! Dooooooooope!👍💞",0,0,1,used fifth harmonys album cover picture wallpaper wowow awesome best ever dooooooooope
14733,VCVjbrt30tY,"Them: Why do they make sexist videos? \n\nAlso them: I dont like this, it's boring.",0,0,-1,make sexist videos \n\nalso dont like boring
14742,VCVjbrt30tY,OH MY GOD NORMANI IS SO BEAUTIFUL!,2,0,1,oh god normani beautiful
14751,VCVjbrt30tY,Ally's vocals are flawless,0,0,1,allys vocals flawless
14812,2caEL5ATPX4,Go Ms. Jackson!!! She looks incredible!! ♥️🙌🏽👏🏽♥️ I'm looking forward to seeing her in November. 😃,0,0,1,go ms jackson looks incredible im looking forward seeing november
14832,2caEL5ATPX4,the greatest ever.... icon.. legendary....,0,0,1,greatest ever icon legendary
14840,2caEL5ATPX4,Look like Janet is putting on a good show!!! Let's not forget Janet has classics!!! #legend,0,0,1,look like janet putting good show lets forget janet classics legend
14860,2caEL5ATPX4,No body can breathe a song better than Janet!!!!!,5,2,1,body breathe song better janet
14861,2caEL5ATPX4,Zzzzzzz BORING,0,0,-1,zzzzzzz boring
14868,2caEL5ATPX4,I  love her!!!!!,0,0,1,love
14928,Ie50Nw9NkOk,you're the best Natasha,0,0,1,youre best natasha
14932,Ie50Nw9NkOk,This about to be the best movie in uh ever,0,0,1,best movie uh ever
14972,Ie50Nw9NkOk,FUCK SPIKE LEE !!! Quentin Tarantino the GOAT !!🔥🔥👌👏,0,2,-1,fuck spike lee quentin tarantino goat
15027,tt2k8PGm-TI,this song is very awesome and zayn voice from heaven,0,0,1,song awesome zayn voice heaven
15039,tt2k8PGm-TI,the best song i hared it in my life,2,0,1,best song hared life
15043,tt2k8PGm-TI,Friends : tell me what's perfection ?\nme:Zayn +Sia baby  \n\n\n\nthis song IS PERFECT 😱😍 keep on repeat,2,0,1,friends tell whats perfection \nmezayn sia baby \n\n\n\nthis song perfect keep repeat
15047,tt2k8PGm-TI,best song yet,0,0,1,best song yet
15064,tt2k8PGm-TI,-Que Lacreeeeeeee! <3,0,0,1,que lacreeeeeeee 3
15069,tt2k8PGm-TI,best part 0:00-5:37😍😍😍😍😍,0,0,1,best part 000537
15071,tt2k8PGm-TI,It is perfect,0,0,1,perfect
15080,tt2k8PGm-TI,awesome,1,0,1,awesome
15088,tt2k8PGm-TI,"Saliste del grupo por algo negro, estoy orgullosa de ti. <3",0,0,1,saliste del grupo por algo negro estoy orgullosa de ti 3
15138,qh7QJ_jLam0,i still miss that greenday it was before <3,0,0,1,still miss greenday 3
15185,qh7QJ_jLam0,Revolution Radio it's one of the best records of the decade! Like if u agree,1,0,1,revolution radio one best records decade like u agree
15202,qh7QJ_jLam0,so FUCKING awesome!!,0,0,1,fucking awesome
15210,qh7QJ_jLam0,<3,0,0,1,3
15229,qh7QJ_jLam0,I am going to listen to this all day <3,1,1,1,going listen day 3
15260,XovZ04gmQgE,THIS IS SO GOOD!!!!,0,0,1,good
15320,XovZ04gmQgE,Dude I love the Chainsmokers! EDM PLUR FAM HOLLA AT YA BOY!!!!!,0,0,1,dude love chainsmokers edm plur fam holla ya boy
15333,Zy6vBxqlapw,Came here because kim taeyeon's ig story. Great song indeed! 🤗,3,0,1,came kim taeyeons ig story great song indeed
15335,Zy6vBxqlapw,Thank you Taeng <3,3,0,1,thank taeng 3
15337,Zy6vBxqlapw,why people ain't listening to this beautiful masterpiece !,0,0,1,people aint listening beautiful masterpiece
15382,Zy6vBxqlapw,Always loved kelly! She never disappoints! ❤️,0,0,1,always loved kelly never disappoints
15397,Zy6vBxqlapw,FUCK YES KELLY!!!!!!,0,0,-1,fuck yes kelly
15422,Zy6vBxqlapw,Love it!! Yay Kelly!!,0,0,1,love yay kelly
15425,Zy6vBxqlapw,YAAAAAAAAAAAAAAAAS MAMA <3,0,0,1,yaaaaaaaaaaaaaaaas mama 3
15462,VEoITVHfyGg,This is a great theory!!!!,0,0,1,great theory
15539,XwW6ZWaQ4bs,he is the best,0,0,1,best
15585,XwW6ZWaQ4bs,This man is the best weatherman and meteorologist I have ever seen,0,0,1,man best weatherman meteorologist ever seen
15600,XwW6ZWaQ4bs,Best. Weatherman. Ever.,0,0,1,best weatherman ever
15641,Lv5DFKceFac,La bamba vibes! <3,0,0,1,la bamba vibes 3
15672,Lv5DFKceFac,Love Thomas!!!! Great Song!!!¡!,0,0,1,love thomas great song
15675,Lv5DFKceFac,Reminds me an awful lot of this song. https://www.youtube.com/watch?v=vPrPfkT82Pw,0,0,-1,reminds awful lot song httpswwwyoutubecomwatchvvprpfkt82pw
15686,Lv5DFKceFac,love you song !!!! kiss from France !!!,0,0,1,love song kiss france
15700,Lv5DFKceFac,OMG!! I LOVE THIS SONG! PUT IT ON THAT RADIO BRO!!!,0,0,1,omg love song put radio bro
15704,Lv5DFKceFac,LOVE THIS SONG!!!! GOOD JOB THOMAS RHETT!!!!!!,0,0,1,love song good job thomas rhett
15720,Lv5DFKceFac,This is a perfect song to dedicate this to a girl 😍,1,0,1,perfect song dedicate girl
15842,H_A0Z4S30Ds,The best,0,0,1,best
15850,H_A0Z4S30Ds,Perfect,0,0,1,perfect
15853,H_A0Z4S30Ds,2:22 and 2:32 Chris Jericho :D,0,0,1,222 232 chris jericho
15873,ton42cZ6ZYU,"Lily,your one of the best youtubers here.",0,0,1,lilyyour one best youtubers
15900,ton42cZ6ZYU,Aren't the 90s the best! 😁😁😁😁,0,0,1,arent 90s best
15912,ton42cZ6ZYU,awesome video,0,0,1,awesome video
15950,ton42cZ6ZYU,OMG I USED TO COLLECT ROCKS TOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOO ♥,0,0,1,omg used collect rocks tooooooooooooooooooooooooooooooooooooooooooooo
15962,lBspB4K-F-c,Lex you should do Leatherface from Texas Chainsaw Massacre! That would be so awesome!,10,1,1,lex leatherface texas chainsaw massacre would awesome
15975,lBspB4K-F-c,YAAAAAS I WAS WAITING FOR IT QUEEN <3,0,0,1,yaaaaas waiting queen 3
15980,lBspB4K-F-c,This video was the best 😂😍👏🏾,0,0,1,video best
16024,lBspB4K-F-c,Speechless!!!!You rock and your work is AMAZING!!!,1,0,1,speechlessyou rock work amazing
16036,lBspB4K-F-c,YOURE AMAZING!!!,0,0,1,youre amazing
16041,lBspB4K-F-c,I swear you're so freaking talented!!!!,0,0,1,swear youre freaking talented
16046,lBspB4K-F-c,This is brilliant!,0,0,1,brilliant
16060,lBspB4K-F-c,THIS IS AWESOME!,1,0,1,awesome
16075,mTnRc4pVu4w,Let's Get IT! This is Awesome!,0,0,1,lets get awesome
16095,mTnRc4pVu4w,Why doesn't he have more subs?! Like wat?!?!?!,0,0,1,doesnt subs like wat
16115,mTnRc4pVu4w,AYE!!! We lit! Atla Entertainment Casting IV is the greatest. Thank you for the  experience Lecrae! One in a million opportunity 🖤❤️,1,0,1,aye lit atla entertainment casting iv greatest thank experience lecrae one million opportunity
16127,mTnRc4pVu4w,awesome,0,0,1,awesome
16128,mTnRc4pVu4w,BRAZILLLL LOVES YOU <3,0,0,1,brazillll loves 3
16246,xo2B67vz4HA,Awesome !,0,0,1,awesome
16348,rAh_16nooZA,Love it!!!! 💕💕💕💕,0,0,1,love
16360,rAh_16nooZA,Aah ur soo pretttttttty and ur clothes are AMAZING!!!!,0,0,1,aah ur soo pretttttttty ur clothes amazing
